image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 038/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 038,Plot04,2.4050000000000002,2.15,0.93,38
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 039/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 039,Plot04,4.0,4.0,1.0,39
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 040/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 040,Plot04,5.0,5.0,1.0,40
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 041/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 041,Plot04,6.0,6.0,1.0,41
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 042/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 042,Plot04,4.51,4.0,0.93,42
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 043/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 044/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 045/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/Test47.png,Test47.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 046/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 046,Plot04,4.9350000000000005,4.5,0.94,46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 047/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 048/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 049/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 049,Plot04,3.2,2.9,0.94,49
