image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id,truth_PAIe_hinge,truth_Clumping_hinge
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 037/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 037,Plot04,3.93,3.0,0.85,37,2.52,0.831
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 036/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 036,Plot04,3.135,3.0,0.97,36,2.26,0.913
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 035/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 035,Plot04,6.51,6.0,0.95,35,0.63,0.32
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 034/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 034,Plot04,2.0,2.0,1.0,34,1.72,0.91
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 033/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 033,Plot04,3.0,3.0,1.0,33,2.598,0.985
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/Test44.png,Test44.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 032/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 032,Plot04,3.55,2.2,0.78,32,1.73,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 031/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 031,Plot04,3.79,3.1,0.89,31,1.4,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/Test44.png,Test44.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 030/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 030,Plot04,3.55,2.2,0.78,30,1.6,0.48
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 029/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 029,Plot04,3.21,2.85,1.0,29,1.47,0.5
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 028/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 028,Plot04,7.735,7.0,0.94,28,2.98,0.547
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 027/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 027,Plot04,6.074999999999999,6.0,0.99,27,1.38,0.43
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test46.png,test46.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test47.png,test47.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test48.png,test48.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 026/Plot04/test49.png,test49.png,DHP - PLANO - 4000x4000,PLANO,Case 026,Plot04,5.074999999999999,5.0,0.99,26,1.34,0.46
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test40.png,test40.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test41.png,test41.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test42.png,test42.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test43.png,test43.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test44.png,test44.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
Simulations/DHP - PLANO - 4000x4000/DHP - PLANO - 4000x4000/Case 025/Plot04/test45.png,test45.png,DHP - PLANO - 4000x4000,PLANO,Case 025,Plot04,4.074999999999999,4.0,0.99,25,1.21,0.55
